label,sms,char_count,word_count,has_number,has_currency,exclamation_count,processed_sms,label_num
ham,Are you comingdown later?,25,4,0,0,0,comingdown later,0
ham,Moji just informed me that you saved our lives. Thanks.,55,10,0,0,0,moji inform save live thank,0
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,159,32,1,0,0,look like u wil b get headstart im leav bout ish u r desper compani could head earlierw goin meet rummer,0
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,157,29,1,1,0,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,1
ham,if you text on your way to cup stop that should work. And that should be BUS,76,17,0,0,0,text way cup stop work bu,0
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,55,9,0,0,0,come aftr ltdecimalgt clean hous,0
ham,Are you plans with your family set in stone ?,45,10,0,0,0,plan famili set stone,0
ham,"Doing nothing, then u not having dinner w us?",45,9,0,0,0,noth u dinner w us,0
ham,Are you ok. What happen to behave like this,43,9,0,0,0,ok happen behav like,0
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,144,27,1,1,1,call tell u call claim prize u enter ur mobil person detail prompt care,1
ham,Ok i am on the way to home hi hi,32,10,0,0,0,ok way home hi hi,0
ham,"I want to show you the world, princess :) how about europe?",59,12,0,0,0,want show world princess europ,0
ham,Sac will score big hundred.he is set batsman:-),47,8,0,0,0,sac score big hundredh set batsman,0
ham,Come to my home for one last time i wont do anything. Trust me.,63,14,0,0,0,come home one last time wont anyth trust,0
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",141,30,0,0,0,friendship game play word say doesnt start march end may tomorrow yesterday today e,0
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,26,1,0,1,new local date area lot new peopl regist area repli date start wwwflirtpartyu repli,1
ham,As if i wasn't having enough trouble sleeping.,46,8,0,0,0,wasnt enough troubl sleep,0
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",152,27,1,0,0,respons one power weapon occupi place other heart alway give respons care u gud nightswt dreamstak care,0
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,35,0,0,0,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish,0
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,82,17,0,0,1,back brum thank put us keep us happi see soon,0
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,150,36,0,0,0,couldnt say die man feel sad go want know would probabl gone late night,0
ham,Same as kallis dismissial in 2nd test:-).,41,7,1,0,0,kalli dismissi nd test,0
ham,All e best 4 ur driving tmr :-),31,8,1,0,0,e best ur drive tmr,0
ham,Ok... Sweet dreams...,21,3,0,0,0,ok sweet dream,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,27,1,1,1,urgent tri contact u today draw show prize guarante call land line claim c validhr,1
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",74,14,0,0,0,accordingli repeat text word ok mobil phone send,1
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,148,21,1,0,1,privat account statement show unredeem point call identifi code expir,1
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,54,12,0,0,0,email yifeng part oredi get fr,0
ham,Have you bookedthe hut? And also your time off? How are you by the way?,71,15,0,0,0,bookedth hut also time way,0
ham,No da..today also i forgot..,28,5,0,0,0,datoday also forgot,0
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",134,26,0,0,0,waqt se pehl naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai,0
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",69,15,1,0,0,u reckon need arrang transport u cant thank,0
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),66,11,0,0,0,captain vijaykanth comedi captain tvhe drunken,0
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",67,14,0,0,0,yeah there quit bit left ill swing tomorrow get,0
ham,You'd like that wouldn't you? Jerk!,35,6,0,0,1,youd like wouldnt jerk,0
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,119,23,0,0,0,havent eaten day im sit stare juici pizza cant eat med ruin life,0
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",297,64,0,0,0,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc ltgt way could get till mid march hope pay back,0
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",145,25,1,1,2,ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd,1
ham,Haha okay... Today weekend leh... ,34,5,0,0,0,haha okay today weekend leh,0
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,159,31,1,0,0,babe hope ok shit night sleep fell asleep im knacker im dread work tonight thou upto tonight x,0
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64,14,1,0,0,ok problem yup im go sch rem correctli,0
ham,We confirm eating at esplanade?,31,5,0,0,0,confirm eat esplanad,0
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",103,20,1,0,0,im nt goin got somethin unless meetin dinner lor haha wonder go ti time,0
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,120,23,1,1,1,tell u call claim prize u enter ur mobil person detail prompt care,1
ham,What happen dear tell me,24,5,0,0,0,happen dear tell,0
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",64,11,0,0,0,plan usual stop find hella weed smoke hella weed,0
ham,"Nah I don't think he goes to usf, he lives around here though",61,13,0,0,0,nah dont think goe usf live around though,0
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,110,24,0,0,0,ok lar doubl check wif da hair dresser alreadi said wun cut v short said cut look nice,0
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,25,1,0,0,tri contact respons offer new nokia fone camcord hit repli call deliveri,1
ham,Just wanted to say holy shit you guys weren't kidding about this bud,68,13,0,0,0,want say holi shit guy werent kid bud,0
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,8,1,0,0,ranjith cal drpd deeraj deepak min hold,0
ham,No. She's currently in scotland for that.,41,7,0,0,0,she current scotland,0
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",137,27,1,0,0,symptom u love u like listen song u get stop u see name belov u wont get angri,0
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,75,16,1,0,0,dont know support ass srt thnk think ps play usb,0
ham,From tomorrow onwards eve 6 to 3 work.,38,8,1,0,0,tomorrow onward eve work,0
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,245,56,0,0,0,great role model give much realli wish day miracl god reason everyth must say wish knew dont ive look sinc young still great day,0
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,19,0,0,0,awesom plan get time like ltgt ill text detail wee bit,0
ham,Where r e meeting tmr?,22,5,0,0,0,r e meet tmr,0
ham,Are you at work right now ?,27,7,0,0,0,work right,0
ham,Idea will soon get converted to live:),38,7,0,0,0,idea soon get convert live,0
ham,I'm job profile seems like bpo..,32,6,0,0,0,im job profil seem like bpo,0
ham,"Sir, waiting for your letter.",29,5,0,0,0,sir wait letter,0
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,80,17,0,0,0,love holiday monday feel even go dentist hour,0
ham,Aiyah u did ok already lar. E nydc at wheellock?,48,10,0,0,0,aiyah u ok alreadi lar e nydc wheellock,0
ham,At home watching tv lor.,24,5,0,0,0,home watch tv lor,0
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,63,13,0,0,0,dunno leh cant rememb mayb lor wat time r meet tmr,0
ham,Ok i juz receive..,18,4,0,0,0,ok juz receiv,0
ham,Thats cool princess! I will cover your face in hot sticky cum :),64,13,0,0,1,that cool princess cover face hot sticki cum,0
ham,Congrats kano..whr s the treat maga?,36,6,0,0,0,congrat kanowhr treat maga,0
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",166,27,1,1,4,urgent mobil number bonu caller prize nd attempt reach call asap box nqp ppm,1
ham,Just nw i came to hme da..,26,7,0,0,0,nw came hme da,0
ham,Goin to workout lor... Muz lose e fats... ,42,8,0,0,0,goin workout lor muz lose e fat,0
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,133,30,1,0,0,ok lor anyway thk cant get ticket co like quit late alreadi u wan go look ur fren darren wif,0
ham,HAPPY NEW YEAR MY NO.1 MAN,26,6,1,0,0,happi new year man,0
ham,Oi when you gonna ring,22,5,0,0,0,oi gonna ring,0
ham,Ding me on ya break fassyole! Blacko from londn,47,9,0,0,1,ding ya break fassyol blacko londn,0
ham,Try to do something dear. You read something for exams,54,10,0,0,0,tri someth dear read someth exam,0
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,59,12,1,0,0,hi di yiju meet pm esaplanad tonight,0
ham,"Me not waking up until 4 in the afternoon, sup",46,10,1,0,0,wake afternoon sup,0
ham,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,71,13,0,0,0,im realli realli broke oh amount small even ltgt,0
ham,You call him and tell now infront of them. Call him now.,56,12,0,0,0,call tell infront call,0
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,61,0,0,0,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,0
ham,That's a shame! Maybe cld meet for few hrs tomo?,48,10,0,0,1,that shame mayb cld meet hr tomo,0
ham,Cheers for the card ... Is it that time of year already?,56,12,0,0,0,cheer card time year alreadi,0
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,78,10,1,1,0,hmmbad newshyp park plaza studio takenonli left bedrm,0
ham,Am i that much bad to avoid like this?,38,9,0,0,0,much bad avoid like,0
ham,No problem. Talk to you later,29,6,0,0,0,problem talk later,0
ham,Also maaaan are you missing out,31,6,0,0,0,also maaaan miss,0
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,122,26,0,0,0,where mummi boy good bad posit neg mummi made wait hmmmm,0
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,144,28,0,0,0,forc eat slice im realli hungri tho suck mark get worri know im sick turn pizza lol,0
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,111,20,1,0,0,fanci shag dointerest sextextukcom txt xxuk suzi txt cost per msg tnc websit x,1
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",158,26,1,1,4,urgent mobil xxxxxxxxx bonu caller prize nd attempt reach call asap boxnqp ppm,1
ham,Que pases un buen tiempo or something like that,47,9,0,0,0,que pase un buen tiempo someth like,0
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,71,14,1,1,0,free text msg text ok well credit account,1
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",120,21,0,0,0,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo,0
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,161,23,1,1,2,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvari max,1
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73,13,0,0,0,jesu christ bitch im tri give drug answer fuck phone,0
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,73,16,1,0,0,babe said hour almost internet,0
ham,Ok lor ü reaching then message me.,34,7,0,0,0,ok lor reach messag,0
ham,K tell me anything about you.,29,6,0,0,0,k tell anyth,0
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",133,25,1,1,1,think ur smart win week weekli quiz text play nowtc winnersclub po box uz gbpweek,1
ham,"yeah, that's what I was thinking",32,6,0,0,0,yeah that think,0
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,174,26,0,0,0,account refil success inr ltdecimalgt keralacircl prepaid account balanc rs ltdecimalgt transact id kr ltgt,0
ham,Okie...,7,1,0,0,0,oki,0
ham,have * good weekend.,20,4,0,0,0,good weekend,0
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",55,12,0,0,0,sent price mean ltgt g,0
ham,Check wid corect speling i.e. Sarcasm,37,6,0,0,0,check wid corect spele ie sarcasm,0
ham,"Yo, any way we could pick something up tonight?",47,9,0,0,0,yo way could pick someth tonight,0
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,148,34,1,0,0,neva grumbl sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar,0
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",160,30,1,1,1,nd time tri contact u u pound prize claim easi call p per minut btnationalr,1
ham,Then u go back urself lor...,28,6,0,0,0,u go back urself lor,0
ham,Thanx...,8,1,0,0,0,thanx,0
ham,Yeah I'll try to scrounge something up,38,7,0,0,0,yeah ill tri scroung someth,0
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,31,0,0,0,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,0
ham,My birthday is on feb  &lt;#&gt;  da. .,39,8,0,0,0,birthday feb ltgt da,0
ham,My sister got placed in birla soft da:-),40,8,0,0,0,sister got place birla soft da,0
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,101,21,0,0,0,reason weve spoken year anyway great week best exam,0
ham,The battery is for mr adewale my uncle. Aka Egbon,49,10,0,0,0,batteri mr adewal uncl aka egbon,0
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",159,27,1,1,0,free entri grprize wkli comp chanc win latest nokia psp cash everi wktxt great httpwwwgrprizescom,1
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,84,18,0,0,0,u dun wan u dun like alreadi ah wat u still eat,0
ham,In sch but neva mind u eat 1st lor..,36,9,1,0,0,sch neva mind u eat st lor,0
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,101,19,1,0,0,how favourit person today r u workin hard couldnt sleep last nite nearli rang u,0
ham,Apart from the one i told you about yesterday?,46,9,0,0,0,apart one told yesterday,0
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,154,29,1,1,0,mobi pub quizwin high street prize u know new duchess cornwal txt first name unsub stop sp,1
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,66,12,0,0,0,call like ltgt time oh give us hypertens oh,0
ham,Were gonna go get some tacos,28,6,0,0,0,gonna go get taco,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,65,12,0,0,0,haha cant tmr forfeit haha,0
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,158,27,1,1,2,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free,1
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,90,19,0,1,0,work mon thur sat cant leh book liao day u free,0
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",158,28,0,1,0,hi mobil ltgt ad contact list wwwfullonsmscom great place send free sm peopl visit fullonsmscom,0
ham,Not sure I have the stomach for it ...,38,9,0,0,0,sure stomach,0
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,97,21,0,0,1,pen thing beyond joke wont biro dont master cant ever,0
ham,And popping &lt;#&gt; ibuprofens was no help.,45,7,0,0,0,pop ltgt ibuprofen help,0
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,160,32,0,0,0,doc prescrib morphin caus pain med arent enough wait mom bring med kick fast im gonna tri later,0
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,33,0,0,0,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,0
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,81,16,0,0,0,dun b sad dun thk abt alreadi concentr ur paper k,0
ham,"So check your errors and if you had difficulties, do correction.",64,11,0,0,0,check error difficulti correct,0
ham,Ho ho - big belly laugh! See ya tomo,36,9,0,0,1,ho ho big belli laugh see ya tomo,0
ham,Still in the area of the restaurant. Ill try to come back soon,62,13,0,0,0,still area restaur ill tri come back soon,0
ham,I love u 2 my little pocy bell I am sorry but I love u,54,15,1,0,0,love u littl poci bell sorri love u,0
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,148,21,1,0,1,privat account statement show unredeem point call identifi code expir,1
ham,I dont thnk its a wrong calling between us,42,9,0,0,0,dont thnk wrong call us,0
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,95,19,0,0,0,wow healthi old airport rd lor cant thk anyth els ill b bath dog later,0
ham,10 min later k...,17,4,1,0,0,min later k,0
ham,1 in cbe. 2 in chennai.,23,6,1,0,0,cbe chennai,0
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",96,23,0,0,0,im see cant see mayb reboot ym seen buzz,0
ham,This weekend is fine (an excuse not to do too much decorating),62,12,0,0,0,weekend fine excus much decor,0
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",97,22,1,0,1,er yeah b sorri tell pubcaf sit come wen u,0
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,42,0,0,2,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen,0
ham,Hi..i got the money da:),24,5,0,0,0,hii got money da,0
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,109,22,0,0,0,hope text meet smile let text give reason smile beauti day,0
ham,Ard 4 lor...,12,3,1,0,0,ard lor,0
ham,If we win its really no 1 side for long time.,45,11,1,0,0,win realli side long time,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,16,0,0,0,watch cartoon listen music amp eve go templ amp church u,0
ham,Went fast asleep dear.take care.,32,5,0,0,0,went fast asleep deartak care,0
ham,No objection. My bf not coming.,31,6,0,0,0,object bf come,0
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,18,1,0,0,monthli amount terribl pay anyth till month finish school,0
ham,Eh den sat u book e kb liao huh...,34,9,0,0,0,eh den sat u book e kb liao huh,0
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,84,20,0,0,0,meet rite ill go home lor dun feel like comin ok,0
ham,Super msg da:)nalla timing.,27,4,0,0,0,super msg danalla time,0
spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,99,18,1,1,0,free entri weekli comp send word win tc wwwtxttowincouk,1
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",120,24,0,0,0,hey tell blake address carlo want meet got lost he answer phone,0
ham,Oh...i asked for fun. Haha...take care. ü,41,7,0,0,0,ohi ask fun hahatak care,0
ham,2mro i am not coming to gym machan. Goodnight.,46,9,1,0,0,mro come gym machan goodnight,0
ham,"I am real, baby! I want to bring out your inner tigress...",58,12,0,0,1,real babi want bring inner tigress,0
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,26,0,0,4,im gonnamissu muchi would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,0
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,73,14,0,0,1,that cool gentleman treat digniti respect,0
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",85,19,1,0,2,thanx time weve spent geva bin mint ur babi want uxxxx,0
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,153,32,1,1,1,get ur st rington free repli msg tone gr top tone phone everi week per wk opt send stop,1
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,11,0,0,8,babe love cover face kiss,0
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,26,0,0,0,still havent collect dough pl let know go place sent get control number,0
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,14,0,0,0,that cool gentleman treat digniti respect,0
ham,S:-)if we have one good partnership going we will take lead:),61,11,0,0,0,sif one good partnership go take lead,0
ham,"K so am I, how much for an 8th? Fifty?",38,10,1,0,0,k much th fifti,0
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",84,14,0,0,0,sorri vikki im watch olav mandara movi kano trishul theatr wit frnd,0
ham,Serious? What like proper tongued her,37,6,0,0,0,seriou like proper tongu,0
ham,How much u trying to get?,25,6,0,0,0,much u tri get,0
ham,We can make a baby in yo tho,28,8,0,0,0,make babi yo tho,0
ham,It means u could not keep ur words.,35,8,0,0,0,mean u could keep ur word,0
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,5,0,0,0,poyyarikaturkolathupalayamunjalur posterod di ltgt,0
ham,So what do you guys do.,23,6,0,0,0,guy,0
ham,I anything lor...,17,3,0,0,0,anyth lor,0
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",226,42,0,0,0,world run stillmayb feel sameso itor admiti madthen correctionor let call lifeand keep run worldmay u r also runninglet run,0
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,126,23,0,1,0,reach offic around ltdecimalgt amp mobil problem cannt get voic call asa ill free,0
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,148,22,1,0,0,ur cashbal current pound maxim ur cashin send cash pmsg cc hgsuiteland rowwjhl,1
ham,:-( that's not v romantic!,26,5,0,0,1,that v romant,0
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",104,17,0,0,0,erm woodland avenu somewher get parish magazin telephon number,0
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,28,0,0,0,dear sirsalam alaikkumprid pleasur meet today tea shopw pleas send contact number qatarrakhesh indianpl save numberrespect regard,0
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",300,57,0,0,0,guess that worri must know there way bodi repair im quit sure shouldnt worri well take slow first test guid ovul relax noth youv said reason worri ill keep followin,0
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81,20,1,0,0,luv u soo much u dont understand special u r ring u morrow luv u xxx,0
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,129,28,0,0,2,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,0
ham,"Okay, good, no problem, and thanx!",34,6,0,0,1,okay good problem thanx,0
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),154,21,1,0,0,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problm litr watrdayno diseas snd th u care,0
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,125,26,0,1,0,guy bitch act like id interest buy someth els next week gave us free,0
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,146,27,1,1,0,u get phone wanna chat set meet call u cum moro luv jane xx callsminmoremobsemspoboxpowa,1
ham,Oh just getting even with u.... u?,34,7,0,0,0,oh get even u u,0
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,61,12,1,0,0,realli hope work doesnt get stress gr day,0
ham,Oh dang! I didn't mean o send that to you! Lol!,47,11,0,0,3,oh dang didnt mean send lol,0
ham, &lt;#&gt;  mins but i had to stop somewhere first.,51,9,0,0,0,ltgt min stop somewher first,0
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,15,0,0,0,pleas da call mistak side sorri da pl da goto doctor,0
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",77,13,0,0,0,yep great loxahatche xma tree burn ltgt start hour,0
